Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
100,1.47e-13,1,0,2.6262,-1.1888e-09,-1.1888e-09,2.94e-14,-13,0.25,2.6262,6.8027e+12,1,-5.2719e-13,0,6.8027e+12,2.6262,1,1,1,0.69,0.69,0,0
100,1.47e-13,1,0,2.5428,-7.1955e-10,-7.1955e-10,2.94e-14,-13,0.25,2.5428,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,2.5428,1,1,1,0.7,0.7,0,0
100,1.47e-13,1,0,2.4594,-6.9026e-10,-6.9026e-10,2.94e-14,-13,0.25,2.4594,6.8027e+12,1,1.0302e-12,0,6.8027e+12,2.4594,1,1,1,0.71,0.71,0,0
100,1.47e-13,1,0,2.376,-1.0914e-09,-1.0914e-09,2.94e-14,-13,0.25,2.376,6.8027e+12,1,-1.0544e-12,0,6.8027e+12,2.376,1,1,1,0.72,0.72,0,0
100,1.47e-13,1,0,2.2927,3.0823e-10,3.0823e-10,2.94e-14,-13,0.25,2.2927,6.8027e+12,1,-5.5141e-13,0,6.8027e+12,2.2927,1,1,1,0.73,0.73,0,0
100,1.47e-13,1,0,2.2093,-9.7436e-10,-9.7436e-10,2.94e-14,-13,0.25,2.2093,6.8027e+12,1,-5.2719e-13,0,6.8027e+12,2.2093,1,1,1,0.74,0.74,0,0
100,1.47e-13,1,0,2.1259,-5.8919e-10,-5.8919e-10,2.94e-14,-13,0.25,2.1259,6.8027e+12,1,5.1508e-13,0,6.8027e+12,2.1259,1,1,1,0.75,0.75,0,0
100,1.47e-13,1,0,2.0426,-9.1111e-10,-9.1111e-10,2.94e-14,-13,0.25,2.0426,6.8027e+12,1,-5.1508e-13,0,6.8027e+12,2.0426,1,1,1,0.76,0.76,0,0
100,1.47e-13,1,0,1.9592,-8.6809e-10,-8.6809e-10,2.94e-14,-13,0.25,1.9592,6.8027e+12,1,1.3059e-12,0,6.8027e+12,1.9592,1,1,1,0.77,0.77,0,0
100,1.47e-13,1,0,1.8758,-5.3699e-10,-5.3699e-10,2.94e-14,-13,0.25,1.8758,6.8027e+12,1,-2.4218e-14,0,6.8027e+12,1.8758,1,1,1,0.78,0.78,0,0
100,1.47e-13,1,0,1.7925,-2.2841e-10,-2.2841e-10,2.94e-14,-13,0.25,1.7925,6.8027e+12,1,0,0,6.8027e+12,1.7925,1,1,1,0.79,0.79,0,0
100,1.47e-13,1,0,1.7091,-3.432e-10,-3.432e-10,2.94e-14,-13,0.25,1.7091,6.8027e+12,1,-5.5141e-13,0,6.8027e+12,1.7091,1,1,1,0.8,0.8,0,0
100,1.47e-13,1,0,1.6257,-7.3547e-10,-7.3547e-10,2.94e-14,-13,0.25,1.6257,6.8027e+12,1,2.6359e-13,0,6.8027e+12,1.6257,1,1,1,0.81,0.81,0,0
100,1.47e-13,1,0,1.5423,-4.4297e-10,-4.4297e-10,2.94e-14,-13,0.25,1.5423,6.8027e+12,1,2.5149e-13,0,6.8027e+12,1.5423,1,1,1,0.82,0.82,0,0
100,1.47e-13,1,0,1.459,-1.7325e-10,-1.7325e-10,2.94e-14,-13,0.25,1.459,6.8027e+12,1,-9.9383e-13,0,6.8027e+12,1.459,1,1,1,0.83,0.83,0,0
100,1.47e-13,1,0,1.3756,-3.8463e-10,-3.8463e-10,2.94e-14,-13,0.25,1.3756,6.8027e+12,1,0,0,6.8027e+12,1.3756,1,1,1,0.84,0.84,0,0
100,1.47e-13,1,0,1.2922,1.6665e-10,1.6666e-10,2.94e-14,-13,0.25,1.2922,6.8027e+12,1,2.4218e-14,0,6.8027e+12,1.2922,1,1,1,0.85,0.85,0,0
100,1.47e-13,1,0,1.2089,-5.3276e-10,-5.3276e-10,2.94e-14,-13,0.25,1.2089,6.8027e+12,1,-2.6359e-13,0,6.8027e+12,1.2089,1,1,1,0.86,0.86,0,0
100,1.47e-13,1,0,1.1255,-3.0613e-10,-3.0613e-10,2.94e-14,-13,0.25,1.1255,6.8027e+12,1,-5.393e-13,0,6.8027e+12,1.1255,1,1,1,0.87,0.87,0,0
100,1.47e-13,1,0,1.0421,-4.7961e-10,-4.7961e-10,2.94e-14,-13,0.25,1.0421,6.8027e+12,1,-2.5149e-13,0,6.8027e+12,1.0421,1,1,1,0.88,0.88,0,0
100,1.47e-13,1,0,0.95876,-4.2954e-10,-4.2954e-10,2.94e-14,-13,0.25,0.95876,6.8027e+12,1,-5.393e-13,0,6.8027e+12,0.95876,1,1,1,0.89,0.89,0,0
100,1.47e-13,1,0,0.87538,-2.4767e-10,-2.4767e-10,2.94e-14,-13,0.25,0.87538,6.8027e+12,1,3.7117e-13,0,6.8027e+12,0.87538,1,1,1,0.9,0.9,0,0
100,1.47e-13,1,0,0.79202,-9.8157e-11,-9.8157e-11,2.94e-14,-13,0.25,0.79202,6.8027e+12,1,-1.318e-13,0,6.8027e+12,0.79202,1,1,1,0.91,0.91,0,0
100,1.47e-13,1,0,0.70864,-1.4303e-10,-1.4303e-10,2.94e-14,-13,0.25,0.70864,6.8027e+12,1,-1.0758e-13,0,6.8027e+12,0.70864,1,1,1,0.92,0.92,0,0
100,1.47e-13,1,0,0.62528,-2.9096e-10,-2.9096e-10,2.94e-14,-13,0.25,0.62528,6.8027e+12,1,1.318e-13,0,6.8027e+12,0.62528,1,1,1,0.93,0.93,0,0
100,1.47e-13,1,0,0.5419,-1.5413e-10,-1.5413e-10,2.94e-14,-13,0.25,0.5419,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.5419,1,1,1,0.94,0.94,0,0
100,1.47e-13,1,0,0.45853,-5.3195e-11,-5.3195e-11,2.94e-14,-13,0.25,0.45853,6.8027e+12,1,-2.3402e-13,0,6.8027e+12,0.45853,1,1,1,0.95,0.95,0,0
100,1.47e-13,1,0,0.37516,-1.0756e-10,-1.0756e-10,2.94e-14,-13,0.25,0.37516,6.8027e+12,1,-1.977e-13,0,6.8027e+12,0.37516,1,1,1,0.96,0.96,0,0
100,1.47e-13,1,0,0.29179,4.1497e-11,4.1497e-11,2.94e-14,-13,0.25,0.29179,6.8027e+12,1,-2.4218e-14,0,6.8027e+12,0.29179,1,1,1,0.97,0.97,0,0
100,1.47e-13,1,0,0.20843,-2.4589e-11,-2.4589e-11,2.94e-14,-13,0.25,0.20843,6.8027e+12,1,-6.5899e-14,0,6.8027e+12,0.20843,1,1,1,0.98,0.98,0,0
100,1.47e-13,1,0,0.12506,-3.4567e-11,-3.4567e-11,2.94e-14,-13,0.25,0.12506,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.12506,1,1,1,0.99,0.99,0,0
100,1.47e-13,1,0,0.041685,-1.8677e-11,-1.8677e-11,2.94e-14,-13,0.25,0.041685,6.8027e+12,1,1.2109e-14,0,6.8027e+12,0.041685,1,1,1,1,1,0,0
