Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,1.47e-13,1,0,0.56595,1.081e-10,1.081e-10,2.94e-14,-13,0.25,0.56595,6.8027e+12,1,2.6359e-13,0,6.8027e+12,0.56595,1,1,1,0.62,0.62,0,0
50,1.47e-13,1,0,0.55125,-1.3033e-10,-1.3033e-10,2.94e-14,-13,0.25,0.55125,6.8027e+12,1,2.2727e-13,0,6.8027e+12,0.55125,1,1,1,0.63,0.63,0,0
50,1.47e-13,1,0,0.53655,-5.8971e-12,-5.8971e-12,2.94e-14,-13,0.25,0.53655,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.53655,1,1,1,0.64,0.64,0,0
50,1.47e-13,1,0,0.52185,-1.1718e-10,-1.1718e-10,2.94e-14,-13,0.25,0.52185,6.8027e+12,1,-2.757e-13,0,6.8027e+12,0.52185,1,1,1,0.65,0.65,0,0
50,1.47e-13,1,0,0.50715,-1.1949e-10,-1.1949e-10,2.94e-14,-13,0.25,0.50715,6.8027e+12,1,-1.0758e-13,0,6.8027e+12,0.50715,1,1,1,0.66,0.66,0,0
50,1.47e-13,1,0,0.49245,-1.9843e-11,-1.9843e-11,2.94e-14,-13,0.25,0.49245,6.8027e+12,1,2.6359e-13,0,6.8027e+12,0.49245,1,1,1,0.67,0.67,0,0
50,1.47e-13,1,0,0.47775,-8.5022e-11,-8.5022e-11,2.94e-14,-13,0.25,0.47775,6.8027e+12,1,-4.1681e-14,0,6.8027e+12,0.47775,1,1,1,0.68,0.68,0,0
50,1.47e-13,1,0,0.46305,-7.4055e-11,-7.4055e-11,2.94e-14,-13,0.25,0.46305,6.8027e+12,1,1.318e-13,0,6.8027e+12,0.46305,1,1,1,0.69,0.69,0,0
50,1.47e-13,1,0,0.44835,-9.7477e-11,-9.7477e-11,2.94e-14,-13,0.25,0.44835,6.8027e+12,1,1.1969e-13,0,6.8027e+12,0.44835,1,1,1,0.7,0.7,0,0
50,1.47e-13,1,0,0.43365,-9.374e-11,-9.374e-11,2.94e-14,-13,0.25,0.43365,6.8027e+12,1,1.0758e-13,0,6.8027e+12,0.43365,1,1,1,0.71,0.71,0,0
50,1.47e-13,1,0,0.41895,-1.237e-10,-1.237e-10,2.94e-14,-13,0.25,0.41895,6.8027e+12,1,-6.5899e-14,0,6.8027e+12,0.41895,1,1,1,0.72,0.72,0,0
50,1.47e-13,1,0,0.40425,-2.9412e-12,-2.941e-12,2.94e-14,-13,0.25,0.40425,6.8027e+12,1,-2.4218e-14,0,6.8027e+12,0.40425,1,1,1,0.73,0.73,0,0
50,1.47e-13,1,0,0.38955,-1.0524e-10,-1.0524e-10,2.94e-14,-13,0.25,0.38955,6.8027e+12,1,-6.5899e-14,0,6.8027e+12,0.38955,1,1,1,0.74,0.74,0,0
