Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Gas_pressure","Oil_Pressure","Oil_Saturation","Oil_Saturation_mean","Permeability","Porosity","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.35,0.95774,1.165,0.20514,0.24808,0.24823,0.3,3.2411,3.2411,0.10883,0.10832,0,1,1.0441,1,5.5073e-13,0,0.82713,3.2411,0.64309,0.64345,1,0.081,0.081,0.002,0
0.35,0.9597,1.165,0.20465,0.24778,0.24793,0.3,3.2403,3.2403,0.10985,0.10934,0,1,1.042,1,1.3672e-13,0,0.82527,3.2403,0.64237,0.64273,1,0.082,0.082,0.002,0
0.35,0.96165,1.165,0.20417,0.24749,0.24763,0.3,3.2395,3.2395,0.11087,0.11036,0,1,1.0399,1,-5.4734e-13,0,0.82342,3.2395,0.64165,0.642,1,0.083,0.083,0.002,0
0.35,0.9636,1.165,0.20368,0.24719,0.24734,0.3,3.2387,3.2387,0.11188,0.11137,0,1,1.0378,1,2.7348e-13,0,0.82158,3.2387,0.64093,0.64129,1,0.084,0.084,0.002,0
0.35,0.96554,1.165,0.2032,0.2469,0.24705,0.3,3.2379,3.2379,0.11289,0.11238,0,1,1.0357,1,2.7329e-13,0,0.81975,3.2379,0.64021,0.64057,1,0.085,0.085,0.002,0
0.35,0.96747,1.165,0.20272,0.24661,0.24675,0.3,3.237,3.237,0.11389,0.11339,0,1,1.0336,1,6.7906e-13,0,0.81793,3.237,0.6395,0.63986,1,0.086,0.086,0.002,0
0.35,0.9694,1.165,0.20224,0.24632,0.24646,0.3,3.2362,3.2362,0.11489,0.11439,0,1,1.0316,1,4.0504e-13,0,0.81612,3.2362,0.6388,0.63915,1,0.087,0.087,0.002,0
0.35,0.97133,1.165,0.20177,0.24603,0.24617,0.3,3.2354,3.2354,0.11588,0.11538,0,1,1.0295,1,2.7144e-13,0,0.81433,3.2354,0.63809,0.63844,1,0.088,0.088,0.002,0
0.35,0.97324,1.165,0.2013,0.24574,0.24588,0.3,3.2346,3.2346,0.11687,0.11637,0,1,1.0275,1,6.7447e-13,0,0.81254,3.2346,0.63739,0.63774,1,0.089,0.089,0.002,0
0.35,0.97515,1.165,0.20083,0.24545,0.2456,0.3,3.2338,3.2338,0.11785,0.11736,0,1,1.0255,1,-4.0404e-13,0,0.81077,3.2338,0.6367,0.63704,1,0.09,0.09,0.002,0
0.35,0.97706,1.165,0.20036,0.24517,0.24531,0.3,3.2329,3.2329,0.11883,0.11834,0,1,1.0235,1,-4.027e-13,0,0.809,3.2329,0.636,0.63635,1,0.091,0.091,0.002,0
0.35,0.97896,1.165,0.19989,0.24488,0.24503,0.3,3.2321,3.2321,0.1198,0.11932,0,1,1.0215,1,-1.3495e-13,0,0.80725,3.2321,0.63531,0.63566,1,0.092,0.092,0.002,0
0.35,0.98085,1.165,0.19943,0.2446,0.24474,0.3,3.2313,3.2313,0.12077,0.12029,0,1,1.0195,1,-8.0312e-13,0,0.80551,3.2313,0.63463,0.63497,1,0.093,0.093,0.002,0
0.35,0.98274,1.165,0.19897,0.24432,0.24446,0.3,3.2304,3.2304,0.12174,0.12125,0,1,1.0176,1,-1.3175e-13,0,0.80377,3.2304,0.63395,0.63429,1,0.094,0.094,0.002,0
0.35,0.98462,1.165,0.19851,0.24404,0.24418,0.3,3.2296,3.2296,0.1227,0.12222,0,1,1.0156,1,4.3368e-16,0,0.80205,3.2296,0.63327,0.6336,1,0.095,0.095,0.002,0
0.35,0.9865,1.165,0.19806,0.24376,0.2439,0.3,3.2288,3.2288,0.12365,0.12318,0,1,1.0137,1,9.2943e-13,0,0.80034,3.2288,0.63259,0.63293,1,0.096,0.096,0.002,0
0.35,0.98837,1.165,0.19761,0.24348,0.24362,0.3,3.2279,3.2279,0.12461,0.12413,0,1,1.0118,1,-1.3304e-13,0,0.79863,3.2279,0.63192,0.63225,1,0.097,0.097,0.002,0
0.35,0.99024,1.165,0.19716,0.2432,0.24334,0.3,3.2271,3.2271,0.12555,0.12508,0,1,1.0099,1,-2.6464e-13,0,0.79694,3.2271,0.63124,0.63158,1,0.098,0.098,0.002,0
0.35,0.9921,1.165,0.19671,0.24292,0.24306,0.3,3.2263,3.2263,0.1265,0.12603,0,1,1.008,1,2.645e-13,0,0.79526,3.2263,0.63058,0.63091,1,0.099,0.099,0.002,0
0.35,0.99395,1.165,0.19626,0.24265,0.24279,0.3,3.2254,3.2254,0.12744,0.12697,0,1,1.0061,1,-8.6736e-16,0,0.79358,3.2254,0.62991,0.63024,1,0.1,0.1,0.002,0
0.35,0.9958,1.165,0.19582,0.24237,0.24251,0.3,3.2246,3.2246,0.12837,0.12791,0,1,1.0042,1,2.6249e-13,0,0.79192,3.2246,0.62925,0.62958,1,0.101,0.101,0.002,0
0.35,0.99765,1.165,0.19538,0.2421,0.24224,0.3,3.2237,3.2237,0.12931,0.12884,0,1,1.0024,1,-9.1651e-13,0,0.79026,3.2237,0.62859,0.62892,1,0.102,0.102,0.002,0
0.35,0.99949,1.165,0.19494,0.24183,0.24196,0.3,3.2229,3.2229,0.13023,0.12977,0,1,1.0005,1,-1.3046e-13,0,0.78861,3.2229,0.62794,0.62827,1,0.103,0.103,0.002,0
0.35,1.0013,1.165,0.1945,0.24156,0.24169,0.3,3.222,3.222,0.13116,0.1307,0,1,0.99868,1,-2.621e-13,0,0.78698,3.222,0.62729,0.62761,1,0.104,0.104,0.002,0
0.35,1.0032,1.165,0.19406,0.24129,0.24142,0.3,3.2212,3.2212,0.13208,0.13162,0,1,0.99686,1,3.9101e-13,0,0.78535,3.2212,0.62664,0.62696,1,0.105,0.105,0.002,0
0.35,1.005,1.165,0.19363,0.24102,0.24115,0.3,3.2203,3.2203,0.13299,0.13254,0,1,0.99505,1,2.6055e-13,0,0.78373,3.2203,0.62599,0.62631,1,0.106,0.106,0.002,0
0.35,1.0068,1.165,0.1932,0.24075,0.24088,0.3,3.2195,3.2195,0.1339,0.13345,0,1,0.99325,1,1.3065e-13,0,0.78212,3.2195,0.62535,0.62567,1,0.107,0.107,0.002,0
0.35,1.0086,1.165,0.19277,0.24048,0.24062,0.3,3.2186,3.2186,0.13481,0.13436,0,1,0.99146,1,3.881e-13,0,0.78051,3.2186,0.62471,0.62502,1,0.108,0.108,0.002,0
0.35,1.0104,1.165,0.19234,0.24022,0.24035,0.3,3.2178,3.2178,0.13572,0.13527,0,1,0.98968,1,-1.7347e-15,0,0.77892,3.2178,0.62407,0.62439,1,0.109,0.109,0.002,0
0.35,1.0122,1.165,0.19192,0.23995,0.24008,0.3,3.2169,3.2169,0.13662,0.13617,0,1,0.98792,1,3.8733e-13,0,0.77733,3.2169,0.62343,0.62375,1,0.11,0.11,0.002,0
0.35,1.014,1.165,0.1915,0.23968,0.23982,0.3,3.216,3.216,0.13752,0.13707,0,1,0.98616,1,-1.2783e-13,0,0.77576,3.216,0.6228,0.62311,1,0.111,0.111,0.002,0
0.35,1.0158,1.165,0.19107,0.23942,0.23955,0.3,3.2152,3.2152,0.13841,0.13796,0,1,0.98442,1,-6.4257e-13,0,0.77419,3.2152,0.62217,0.62248,1,0.112,0.112,0.002,0
0.35,1.0176,1.165,0.19066,0.23916,0.23929,0.3,3.2143,3.2143,0.1393,0.13886,0,1,0.98269,1,-5.1264e-13,0,0.77263,3.2143,0.62154,0.62185,1,0.113,0.113,0.002,0
0.35,1.0194,1.165,0.19024,0.2389,0.23903,0.3,3.2134,3.2134,0.14019,0.13975,0,1,0.98096,1,2.5622e-13,0,0.77107,3.2134,0.62092,0.62123,1,0.114,0.114,0.002,0
0.35,1.0212,1.165,0.18982,0.23864,0.23877,0.3,3.2126,3.2126,0.14107,0.14063,0,1,0.97925,1,-1.5307e-12,0,0.76953,3.2126,0.62029,0.6206,1,0.115,0.115,0.002,0
0.35,1.023,1.165,0.18941,0.23837,0.2385,0.3,3.2117,3.2117,0.14195,0.14151,0,1,0.97755,1,-2.5516e-13,0,0.76799,3.2117,0.61967,0.61998,1,0.116,0.116,0.002,0
