"K","Sb","U:0","U:1","U:2","Ua:0","Ua:1","Ua:2","Ub:0","Ub:1","Ub:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.306e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.106,0.025,2.106,0.05
3.2916e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.109,0.025,2.109,0.05
3.2771e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.112,0.025,2.112,0.05
3.2626e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.115,0.025,2.115,0.05
3.2482e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.118,0.025,2.118,0.05
3.2337e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.121,0.025,2.121,0.05
3.2192e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.124,0.025,2.124,0.05
3.2048e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.127,0.025,2.127,0.05
3.1903e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.13,0.025,2.13,0.05
3.1758e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.133,0.025,2.133,0.05
3.1614e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.136,0.025,2.136,0.05
3.1469e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.139,0.025,2.139,0.05
3.1324e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.142,0.025,2.142,0.05
3.118e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.145,0.025,2.145,0.05
3.1035e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.148,0.025,2.148,0.05
3.0847e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.151,0.025,2.151,0.05
3.0573e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.154,0.025,2.154,0.05
3.0299e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.157,0.025,2.157,0.05
3.0025e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.16,0.025,2.16,0.05
2.9751e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.163,0.025,2.163,0.05
2.9477e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.166,0.025,2.166,0.05
2.9203e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.169,0.025,2.169,0.05
2.8929e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.172,0.025,2.172,0.05
2.8655e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.175,0.025,2.175,0.05
2.8381e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.178,0.025,2.178,0.05
2.8107e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.181,0.025,2.181,0.05
2.7833e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.184,0.025,2.184,0.05
2.7559e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.187,0.025,2.187,0.05
2.7285e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.19,0.025,2.19,0.05
2.7011e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.193,0.025,2.193,0.05
2.6737e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.196,0.025,2.196,0.05
2.6463e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.199,0.025,2.199,0.05
2.6425e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.202,0.025,2.202,0.05
2.6506e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.205,0.025,2.205,0.05
2.6587e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.208,0.025,2.208,0.05
2.6668e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.211,0.025,2.211,0.05
2.6749e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.214,0.025,2.214,0.05
2.683e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.217,0.025,2.217,0.05
2.6911e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.22,0.025,2.22,0.05
2.6992e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.223,0.025,2.223,0.05
2.7073e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.226,0.025,2.226,0.05
2.7154e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.229,0.025,2.229,0.05
2.7235e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.232,0.025,2.232,0.05
2.7316e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.235,0.025,2.235,0.05
2.7397e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.238,0.025,2.238,0.05
2.7478e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.241,0.025,2.241,0.05
2.7559e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.244,0.025,2.244,0.05
2.764e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.247,0.025,2.247,0.05
2.7721e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.25,0.025,2.25,0.05
2.7714e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.253,0.025,2.253,0.05
2.7708e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.256,0.025,2.256,0.05
2.7701e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.259,0.025,2.259,0.05
2.7694e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.262,0.025,2.262,0.05
2.7688e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.265,0.025,2.265,0.05
2.7681e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.268,0.025,2.268,0.05
2.7674e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.271,0.025,2.271,0.05
2.7668e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.274,0.025,2.274,0.05
2.7661e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.277,0.025,2.277,0.05
2.7654e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.28,0.025,2.28,0.05
2.7648e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.283,0.025,2.283,0.05
2.7641e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.286,0.025,2.286,0.05
2.7634e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.289,0.025,2.289,0.05
2.7628e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.292,0.025,2.292,0.05
2.7621e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.295,0.025,2.295,0.05
2.7614e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.298,0.025,2.298,0.05
2.7638e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.301,0.025,2.301,0.05
2.7721e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.304,0.025,2.304,0.05
2.7804e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.307,0.025,2.307,0.05
2.7887e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.31,0.025,2.31,0.05
2.797e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.313,0.025,2.313,0.05
2.8053e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.316,0.025,2.316,0.05
2.8136e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.319,0.025,2.319,0.05
2.8219e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.322,0.025,2.322,0.05
2.8302e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.325,0.025,2.325,0.05
2.8385e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.328,0.025,2.328,0.05
2.8468e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.331,0.025,2.331,0.05
2.8551e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.334,0.025,2.334,0.05
2.8634e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.337,0.025,2.337,0.05
2.8717e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.34,0.025,2.34,0.05
2.8801e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.343,0.025,2.343,0.05
2.8884e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.346,0.025,2.346,0.05
2.8967e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.349,0.025,2.349,0.05
2.9095e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.352,0.025,2.352,0.05
2.9246e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.355,0.025,2.355,0.05
2.9398e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.358,0.025,2.358,0.05
2.9549e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.361,0.025,2.361,0.05
2.97e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.364,0.025,2.364,0.05
2.9851e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.367,0.025,2.367,0.05
3.0002e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.37,0.025,2.37,0.05
3.0153e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.373,0.025,2.373,0.05
3.0305e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.376,0.025,2.376,0.05
3.0456e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.379,0.025,2.379,0.05
3.0607e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.382,0.025,2.382,0.05
3.0758e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.385,0.025,2.385,0.05
3.0909e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.388,0.025,2.388,0.05
3.106e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.391,0.025,2.391,0.05
3.1212e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.394,0.025,2.394,0.05
3.1363e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.397,0.025,2.397,0.05
3.1514e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.4,0.025,2.4,0.05
3.158e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.403,0.025,2.403,0.05
3.1647e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.406,0.025,2.406,0.05
3.1713e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.409,0.025,2.409,0.05
3.178e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.412,0.025,2.412,0.05
3.1846e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.415,0.025,2.415,0.05
3.1912e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.418,0.025,2.418,0.05
3.1979e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.421,0.025,2.421,0.05
3.2045e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.424,0.025,2.424,0.05
3.2112e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.427,0.025,2.427,0.05
3.2178e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.43,0.025,2.43,0.05
3.2244e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.433,0.025,2.433,0.05
3.2311e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.436,0.025,2.436,0.05
3.2377e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.439,0.025,2.439,0.05
3.2443e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.442,0.025,2.442,0.05
3.251e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.445,0.025,2.445,0.05
3.2576e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.448,0.025,2.448,0.05
3.262e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.451,0.025,2.451,0.05
3.262e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.454,0.025,2.454,0.05
3.262e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.457,0.025,2.457,0.05
3.262e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.46,0.025,2.46,0.05
3.2619e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.463,0.025,2.463,0.05
3.2619e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.466,0.025,2.466,0.05
3.2619e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.469,0.025,2.469,0.05
3.2618e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.472,0.025,2.472,0.05
3.2618e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.475,0.025,2.475,0.05
3.2618e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.478,0.025,2.478,0.05
3.2617e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.481,0.025,2.481,0.05
3.2617e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.484,0.025,2.484,0.05
3.2617e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.487,0.025,2.487,0.05
3.2617e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.49,0.025,2.49,0.05
3.2616e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.493,0.025,2.493,0.05
3.2616e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.496,0.025,2.496,0.05
3.2616e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.499,0.025,2.499,0.05
3.2502e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.502,0.025,2.502,0.05
3.2331e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.505,0.025,2.505,0.05
3.2161e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.508,0.025,2.508,0.05
3.199e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.511,0.025,2.511,0.05
3.1819e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.514,0.025,2.514,0.05
3.1649e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.517,0.025,2.517,0.05
3.1478e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.52,0.025,2.52,0.05
3.1307e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.523,0.025,2.523,0.05
3.1137e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.526,0.025,2.526,0.05
3.0966e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.529,0.025,2.529,0.05
3.0795e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.532,0.025,2.532,0.05
3.0625e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.535,0.025,2.535,0.05
3.0454e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.538,0.025,2.538,0.05
3.0283e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.541,0.025,2.541,0.05
3.0113e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.544,0.025,2.544,0.05
2.9942e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.547,0.025,2.547,0.05
2.9771e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.55,0.025,2.55,0.05
2.9767e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.553,0.025,2.553,0.05
2.9763e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.556,0.025,2.556,0.05
2.9758e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.559,0.025,2.559,0.05
2.9754e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.562,0.025,2.562,0.05
2.9749e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.565,0.025,2.565,0.05
2.9745e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.568,0.025,2.568,0.05
2.9741e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.571,0.025,2.571,0.05
2.9736e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.574,0.025,2.574,0.05
2.9732e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.577,0.025,2.577,0.05
2.9728e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.58,0.025,2.58,0.05
2.9723e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.583,0.025,2.583,0.05
2.9719e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.586,0.025,2.586,0.05
2.9714e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.589,0.025,2.589,0.05
2.971e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.592,0.025,2.592,0.05
2.9706e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.595,0.025,2.595,0.05
2.9701e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.598,0.025,2.598,0.05
2.9759e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.601,0.025,2.601,0.05
2.9942e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.604,0.025,2.604,0.05
3.0125e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.607,0.025,2.607,0.05
3.0307e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.61,0.025,2.61,0.05
3.049e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.613,0.025,2.613,0.05
3.0673e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.616,0.025,2.616,0.05
3.0855e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.619,0.025,2.619,0.05
3.1038e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.622,0.025,2.622,0.05
3.1221e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.625,0.025,2.625,0.05
3.1404e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.628,0.025,2.628,0.05
3.1586e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.631,0.025,2.631,0.05
3.1769e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.634,0.025,2.634,0.05
3.1952e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.637,0.025,2.637,0.05
3.2134e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.64,0.025,2.64,0.05
3.2317e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.643,0.025,2.643,0.05
3.25e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.646,0.025,2.646,0.05
3.2683e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.649,0.025,2.649,0.05
3.2903e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.652,0.025,2.652,0.05
3.3143e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.655,0.025,2.655,0.05
3.3383e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.658,0.025,2.658,0.05
3.3623e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.661,0.025,2.661,0.05
3.3863e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.664,0.025,2.664,0.05
3.4103e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.667,0.025,2.667,0.05
3.4343e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.67,0.025,2.67,0.05
3.4583e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.673,0.025,2.673,0.05
3.4823e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.676,0.025,2.676,0.05
3.5063e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.679,0.025,2.679,0.05
3.5303e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.682,0.025,2.682,0.05
3.5542e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.685,0.025,2.685,0.05
3.5782e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.688,0.025,2.688,0.05
3.6022e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.691,0.025,2.691,0.05
3.6262e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.694,0.025,2.694,0.05
3.6502e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.697,0.025,2.697,0.05
3.6742e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.7,0.025,2.7,0.05
3.6748e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.703,0.025,2.703,0.05
3.6755e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.706,0.025,2.706,0.05
3.6761e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.709,0.025,2.709,0.05
3.6768e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.712,0.025,2.712,0.05
3.6774e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.715,0.025,2.715,0.05
3.6781e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.718,0.025,2.718,0.05
3.6787e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.721,0.025,2.721,0.05
3.6794e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.724,0.025,2.724,0.05
3.68e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.727,0.025,2.727,0.05
3.6807e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.73,0.025,2.73,0.05
3.6813e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.733,0.025,2.733,0.05
3.682e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.736,0.025,2.736,0.05
3.6826e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.739,0.025,2.739,0.05
3.6832e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.742,0.025,2.742,0.05
3.6839e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.745,0.025,2.745,0.05
3.6845e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.748,0.025,2.748,0.05
3.6854e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.751,0.025,2.751,0.05
3.6865e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.754,0.025,2.754,0.05
3.6877e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.757,0.025,2.757,0.05
3.6888e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.76,0.025,2.76,0.05
3.69e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.763,0.025,2.763,0.05
3.6911e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.766,0.025,2.766,0.05
3.6923e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.769,0.025,2.769,0.05
3.6934e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.772,0.025,2.772,0.05
3.6946e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.775,0.025,2.775,0.05
3.6957e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.778,0.025,2.778,0.05
3.6969e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.781,0.025,2.781,0.05
3.6981e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.784,0.025,2.784,0.05
3.6992e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.787,0.025,2.787,0.05
3.7004e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.79,0.025,2.79,0.05
3.7015e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.793,0.025,2.793,0.05
3.7027e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.796,0.025,2.796,0.05
3.7038e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.799,0.025,2.799,0.05
3.7017e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.802,0.025,2.802,0.05
3.698e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.805,0.025,2.805,0.05
3.6943e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.808,0.025,2.808,0.05
3.6906e-13,0.9,1e-05,0,0,8e-06,0,0,2e-06,0,0,0,1,2.811,0.025,2.811,0.05
