Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Gas_pressure","Oil_Pressure","Oil_Saturation","Oil_Saturation_mean","Permeability","Porosity","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,0.0015845,1.165,104.9,0.045576,0.045582,3.0939e-05,73476,73476,0.27969,0.27969,-12,0.25,631.11,1.4111e-05,9.7915e-21,0,516.12,73476,0.67473,0.67473,1,0.26424,0.26424,0.005,0
50,0.0015847,1.165,104.74,0.045538,0.045552,3.0934e-05,73405,73405,0.27969,0.27969,-12,0.25,631.02,1.4111e-05,1.4687e-20,0,516.19,73405,0.67477,0.67475,1,0.26791,0.26791,0.005,0
50,0.0015852,1.165,104.46,0.045472,0.045499,3.0929e-05,73333,73333,0.2797,0.27969,-12,0.25,630.85,1.4111e-05,1.0654e-18,0,516.3,73333,0.67483,0.67481,1,0.27158,0.27158,0.005,0
50,0.0015858,1.165,104.04,0.045376,0.045417,3.0922e-05,73262,73262,0.2797,0.2797,-12,0.25,630.6,1.4111e-05,1.0597e-18,0,516.47,73262,0.67493,0.67489,1,0.27525,0.27525,0.005,0
50,0.0015866,1.165,103.48,0.045247,0.045304,3.0914e-05,73191,73191,0.2797,0.2797,-12,0.25,630.27,1.4111e-05,1.0537e-18,0,516.69,73191,0.67505,0.675,1,0.27892,0.27892,0.005,0
50,0.0015877,1.165,102.79,0.045088,0.04516,3.0904e-05,73119,73119,0.2797,0.2797,-12,0.25,629.85,1.4111e-05,-4.8957e-21,0,516.97,73119,0.67521,0.67514,1,0.28259,0.28259,0.005,0
50,0.0015889,1.165,101.98,0.044903,0.044989,3.0892e-05,73047,73047,0.27971,0.27971,-12,0.25,629.37,1.4111e-05,1.4687e-20,0,517.3,73047,0.67539,0.6753,1,0.28626,0.28626,0.005,0
50,0.0015902,1.165,101.1,0.044698,0.044795,3.0879e-05,72975,72975,0.27971,0.27971,-12,0.25,628.85,1.4111e-05,1.0583e-18,0,517.66,72975,0.67559,0.67549,1,0.28993,0.28993,0.005,0
50,0.0015916,1.165,100.16,0.04448,0.044585,3.0865e-05,72904,72904,0.27972,0.27972,-12,0.25,628.3,1.4111e-05,-1.0416e-18,0,518.04,72904,0.6758,0.6757,1,0.2936,0.2936,0.005,0
50,0.0015931,1.165,99.19,0.044253,0.044364,3.0849e-05,72831,72831,0.27972,0.27972,-12,0.25,627.73,1.4111e-05,-2.0886e-18,0,518.44,72831,0.67602,0.67592,1,0.29727,0.29727,0.005,0
50,0.0015945,1.165,98.193,0.044018,0.044133,3.0832e-05,72759,72759,0.27973,0.27973,-12,0.25,627.14,1.4111e-05,3.1065e-18,0,518.86,72759,0.67625,0.67614,1,0.30094,0.30094,0.005,0
50,0.0015961,1.165,97.145,0.04377,0.043891,3.0814e-05,72687,72687,0.27974,0.27973,-12,0.25,626.53,1.4111e-05,-3.119e-18,0,519.29,72687,0.6765,0.67638,1,0.30461,0.30461,0.005,0
50,0.0015978,1.165,96.004,0.043498,0.043629,3.0794e-05,72614,72614,0.27974,0.27974,-12,0.25,625.87,1.4111e-05,1.0175e-18,0,519.77,72614,0.67676,0.67663,1,0.30828,0.30828,0.005,0
50,0.0015997,1.165,94.7,0.043186,0.043334,3.0772e-05,72541,72541,0.27975,0.27975,-12,0.25,625.12,1.4111e-05,-2.0784e-18,0,520.32,72541,0.67706,0.67692,1,0.31195,0.31195,0.005,0
50,0.001602,1.165,93.147,0.042814,0.042987,3.0748e-05,72468,72468,0.27976,0.27975,-12,0.25,624.22,1.4111e-05,2.0717e-18,0,520.98,72468,0.67743,0.67726,1,0.31562,0.31562,0.005,0
50,0.0016048,1.165,91.245,0.042356,0.042566,3.0721e-05,72395,72395,0.27977,0.27976,-12,0.25,623.13,1.4111e-05,0,0,521.79,72395,0.67788,0.67767,1,0.31929,0.31929,0.005,0
50,0.0016083,1.165,88.89,0.041786,0.042046,3.0692e-05,72322,72322,0.27978,0.27977,-12,0.25,621.79,1.4111e-05,2.0441e-18,0,522.8,72322,0.67844,0.67818,1,0.32296,0.32296,0.005,0
50,0.0016125,1.165,86.006,0.04108,0.041402,3.0658e-05,72248,72248,0.27979,0.27978,-12,0.25,620.16,1.4111e-05,-1.016e-18,0,524.05,72248,0.67913,0.67882,1,0.32663,0.32663,0.005,0
50,0.0016168,1.165,83.034,0.04034,0.040644,3.0622e-05,72173,72173,0.2798,0.27979,-12,0.25,618.51,1.4111e-05,-2.0181e-18,0,525.37,72173,0.67986,0.67956,1,0.3303,0.3303,0.005,0
