TimeStep,qw_inj,qg_inj,qw_prod,qg_prod,qo_prod
31600000,0.000591006,0.00236403,0.000452116,0.00250292,1.64037e-19
31700000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
31800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
31900000,0.000591006,0.00236403,0.000584914,0.00225314,0.000116983
32000000,0.000591006,0.00236403,0.00237102,0.000109804,0.000474205
32100000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
32200000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
32300000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
32400000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
32500000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
32600000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
32700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
32800000,0.000591006,0.00236403,0.000566857,0.0022748,0.000113371
32900000,0.000591006,0.00236403,0.000697511,0.00211802,0.000139502
33000000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
33100000,0.000591006,0.00236403,0.00246219,4.10562e-07,0.000492437
33200000,0.000591006,0.00236403,0.00100482,0.00174925,0.000200964
33300000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
33400000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
33500000,0.000591006,0.00236403,0.00244545,2.04908e-05,0.00048909
33600000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
33700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
33800000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
33900000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
34000000,0.000591006,0.00236403,0.00051209,0.00234052,0.000102418
34100000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
34200000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
34300000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
34400000,0.000591006,0.00236403,0.00111384,0.00161842,0.000222768
34500000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
34600000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
34700000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
34800000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
34900000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
35000000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
35100000,0.000591006,0.00236403,0.00237475,0.000105336,0.000474949
35200000,0.000591006,0.00236403,0.000561345,0.00228142,0.000112269
35300000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
35400000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
35500000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
35600000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
35700000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
35800000,0.000591006,0.00236403,0.000934122,0.00183409,0.000186824
35900000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
36000000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
36100000,0.000591006,0.00236403,0.00242684,4.28224e-05,0.000485368
36200000,0.000591006,0.00236403,2.91999e-05,0.00291999,5.83999e-06
36300000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
36400000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
36500000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
36600000,0.000591006,0.00236403,0.00295503,4.61723e-09,0
36700000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
36800000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
36900000,0.000591006,0.00236403,0.00128357,0.00141474,0.000256715
37000000,0.000591006,0.00236403,0.000417421,0.00245413,8.34842e-05
37100000,0.000591006,0.00236403,0.00154841,0.00109694,0.000309682
37200000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
37300000,0.000591006,0.00236403,0.00246252,3.84769e-09,0.000492505
37400000,0.000591006,0.00236403,0.00136939,0.00131177,0.000273878
37500000,0.000591006,0.00236403,0.0024581,5.3097e-06,0.000491621
37600000,0.000591006,0.00236403,0.000605449,0.00222849,0.00012109
37700000,0.000591006,0.00236403,2.92577e-05,0.00292577,2.05047e-20
37800000,0.000591006,0.00236403,0.000650371,0.00217459,0.000130074
37900000,0.000591006,0.00236403,0.000790336,0.00200663,0.000158067
