Time,"Velocity:0","Velocity:1","Velocity:2","Water_Saturation","Gas_Saturation","Water_Saturation_mean","Gas_Saturation_mean","Oil_Saturation","Oil_Saturation_mean","Gas_Viscosity","Apparent_viscosity","Gas_Mobility","Water_Mobility","Total_Mobility","Gas_Density","Oil_Pressure","Water_Pressure","Permeability","Porosity","Gas_pressure","Points:0","Points:1","Points:2"
17725,1.6157e-05,-6.8975e-20,0,0.35939,0.53166,0.35935,0.53145,0.10895,0.10919,0.12918,0.22248,3.1463,1.3479,4.4947,1.165,2.8744e+05,2.8744e+05,-11.555,0.22,2.8744e+05,0.044,0,0
17725,1.6157e-05,-6.8975e-20,0,0.35932,0.53125,0.35935,0.53145,0.10943,0.10919,0.12918,0.2229,3.14,1.3458,4.4863,1.165,2.8744e+05,2.8744e+05,-11.555,0.22,2.8744e+05,0.048,0,0
17725,1.6157e-05,1.4032e-19,0,0.35939,0.53166,0.35935,0.53145,0.10895,0.10919,0.12918,0.22248,3.1463,1.3479,4.4947,1.165,2.8744e+05,2.8744e+05,-11.555,0.22,2.8744e+05,0.044,0.035449,0
17725,1.6157e-05,1.4032e-19,0,0.35932,0.53125,0.35935,0.53145,0.10943,0.10919,0.12918,0.2229,3.14,1.3458,4.4863,1.165,2.8744e+05,2.8744e+05,-11.555,0.22,2.8744e+05,0.048,0.035449,0
17725,1.6157e-05,-1.3852e-19,0,0.35932,0.53125,0.35929,0.53104,0.10943,0.10967,0.12913,0.22283,3.1413,1.3458,4.4877,1.165,2.8439e+05,2.8439e+05,-11.555,0.22,2.8439e+05,0.048,0,0
17725,1.6157e-05,-1.3852e-19,0,0.35925,0.53084,0.35929,0.53104,0.10991,0.10967,0.12913,0.22325,3.135,1.3437,4.4793,1.165,2.8439e+05,2.8439e+05,-11.555,0.22,2.8439e+05,0.052,0,0
17725,1.6157e-05,7.0445e-20,0,0.35932,0.53125,0.35929,0.53104,0.10943,0.10967,0.12913,0.22283,3.1413,1.3458,4.4877,1.165,2.8439e+05,2.8439e+05,-11.555,0.22,2.8439e+05,0.048,0.035449,0
17725,1.6157e-05,7.0445e-20,0,0.35925,0.53084,0.35929,0.53104,0.10991,0.10967,0.12913,0.22325,3.135,1.3437,4.4793,1.165,2.8439e+05,2.8439e+05,-11.555,0.22,2.8439e+05,0.052,0.035449,0
17725,1.6157e-05,-2.7857e-19,0,0.35925,0.53084,0.35922,0.53063,0.10991,0.11015,0.12907,0.22318,3.1363,1.3437,4.4807,1.165,2.8135e+05,2.8135e+05,-11.555,0.22,2.8135e+05,0.052,0,0
17725,1.6157e-05,-2.7857e-19,0,0.35919,0.53043,0.35922,0.53063,0.11038,0.11015,0.12907,0.22359,3.13,1.3416,4.4724,1.165,2.8135e+05,2.8135e+05,-11.555,0.22,2.8135e+05,0.056,0,0
17725,1.6157e-05,3.4733e-19,0,0.35925,0.53084,0.35922,0.53063,0.10991,0.11015,0.12907,0.22318,3.1363,1.3437,4.4807,1.165,2.8135e+05,2.8135e+05,-11.555,0.22,2.8135e+05,0.052,0.035449,0
17725,1.6157e-05,3.4733e-19,0,0.35919,0.53043,0.35922,0.53063,0.11038,0.11015,0.12907,0.22359,3.13,1.3416,4.4724,1.165,2.8135e+05,2.8135e+05,-11.555,0.22,2.8135e+05,0.056,0.035449,0
17725,1.6157e-05,-2.083e-19,0,0.35919,0.53043,0.35916,0.53022,0.11038,0.11062,0.12902,0.22353,3.1313,1.3416,4.4737,1.165,2.7829e+05,2.7829e+05,-11.555,0.22,2.7829e+05,0.056,0,0
17725,1.6157e-05,-2.083e-19,0,0.35912,0.53002,0.35916,0.53022,0.11086,0.11062,0.12902,0.22394,3.1251,1.3395,4.4655,1.165,2.7829e+05,2.7829e+05,-11.555,0.22,2.7829e+05,0.06,0,0
17725,1.6157e-05,2.083e-19,0,0.35919,0.53043,0.35916,0.53022,0.11038,0.11062,0.12902,0.22353,3.1313,1.3416,4.4737,1.165,2.7829e+05,2.7829e+05,-11.555,0.22,2.7829e+05,0.056,0.035449,0
17725,1.6157e-05,2.083e-19,0,0.35912,0.53002,0.35916,0.53022,0.11086,0.11062,0.12902,0.22394,3.1251,1.3395,4.4655,1.165,2.7829e+05,2.7829e+05,-11.555,0.22,2.7829e+05,0.06,0.035449,0
17725,1.6157e-05,-2.0798e-19,0,0.35912,0.53002,0.35909,0.52982,0.11086,0.11109,0.12897,0.22388,3.1264,1.3395,4.4667,1.165,2.7523e+05,2.7523e+05,-11.555,0.22,2.7523e+05,0.06,0,0
17725,1.6157e-05,-2.0798e-19,0,0.35906,0.52962,0.35909,0.52982,0.11133,0.11109,0.12897,0.22429,3.1202,1.3374,4.4586,1.165,2.7523e+05,2.7523e+05,-11.555,0.22,2.7523e+05,0.064,0,0
17725,1.6157e-05,2.0798e-19,0,0.35912,0.53002,0.35909,0.52982,0.11086,0.11109,0.12897,0.22388,3.1264,1.3395,4.4667,1.165,2.7523e+05,2.7523e+05,-11.555,0.22,2.7523e+05,0.06,0.035449,0
17725,1.6157e-05,2.0798e-19,0,0.35906,0.52962,0.35909,0.52982,0.11133,0.11109,0.12897,0.22429,3.1202,1.3374,4.4586,1.165,2.7523e+05,2.7523e+05,-11.555,0.22,2.7523e+05,0.064,0.035449,0
17725,1.6157e-05,3.4609e-19,0,0.35906,0.52962,0.35903,0.52941,0.11133,0.11156,0.12891,0.22422,3.1215,1.3374,4.4599,1.165,2.7217e+05,2.7217e+05,-11.555,0.22,2.7217e+05,0.064,0,0
17725,1.6157e-05,3.4609e-19,0,0.35899,0.52921,0.35903,0.52941,0.11179,0.11156,0.12891,0.22463,3.1153,1.3354,4.4517,1.165,2.7217e+05,2.7217e+05,-11.555,0.22,2.7217e+05,0.068,0,0
17725,1.6157e-05,-2.7687e-19,0,0.35906,0.52962,0.35903,0.52941,0.11133,0.11156,0.12891,0.22422,3.1215,1.3374,4.4599,1.165,2.7217e+05,2.7217e+05,-11.555,0.22,2.7217e+05,0.064,0.035449,0
17725,1.6157e-05,-2.7687e-19,0,0.35899,0.52921,0.35903,0.52941,0.11179,0.11156,0.12891,0.22463,3.1153,1.3354,4.4517,1.165,2.7217e+05,2.7217e+05,-11.555,0.22,2.7217e+05,0.068,0.035449,0
17725,1.6157e-05,3.4555e-19,0,0.35899,0.52921,0.35896,0.52901,0.1118,0.11203,0.12886,0.22457,3.1166,1.3354,4.453,1.165,2.691e+05,2.691e+05,-11.555,0.22,2.691e+05,0.068,0,0
17725,1.6157e-05,3.4555e-19,0,0.35893,0.52881,0.35896,0.52901,0.11226,0.11203,0.12886,0.22498,3.1104,1.3333,4.4449,1.165,2.691e+05,2.691e+05,-11.555,0.22,2.691e+05,0.072,0,0
17725,1.6157e-05,-2.7644e-19,0,0.35899,0.52921,0.35896,0.52901,0.1118,0.11203,0.12886,0.22457,3.1166,1.3354,4.453,1.165,2.691e+05,2.691e+05,-11.555,0.22,2.691e+05,0.068,0.035449,0
17725,1.6157e-05,-2.7644e-19,0,0.35893,0.52881,0.35896,0.52901,0.11226,0.11203,0.12886,0.22498,3.1104,1.3333,4.4449,1.165,2.691e+05,2.691e+05,-11.555,0.22,2.691e+05,0.072,0.035449,0
17725,1.6157e-05,6.9792e-20,0,0.35893,0.52881,0.3589,0.52861,0.11226,0.11249,0.12881,0.22491,3.1117,1.3333,4.4462,1.165,2.6603e+05,2.6603e+05,-11.555,0.22,2.6603e+05,0.072,0,0
17725,1.6157e-05,6.9792e-20,0,0.35886,0.52841,0.3589,0.52861,0.11273,0.11249,0.12881,0.22532,3.1056,1.3313,4.4381,1.165,2.6603e+05,2.6603e+05,-11.555,0.22,2.6603e+05,0.076,0,0
17725,1.6157e-05,6.9792e-20,0,0.35893,0.52881,0.3589,0.52861,0.11226,0.11249,0.12881,0.22491,3.1117,1.3333,4.4462,1.165,2.6603e+05,2.6603e+05,-11.555,0.22,2.6603e+05,0.072,0.035449,0
17725,1.6157e-05,6.9792e-20,0,0.35886,0.52841,0.3589,0.52861,0.11273,0.11249,0.12881,0.22532,3.1056,1.3313,4.4381,1.165,2.6603e+05,2.6603e+05,-11.555,0.22,2.6603e+05,0.076,0.035449,0
17725,1.6157e-05,7.9066e-22,0,0.35886,0.52841,0.35883,0.52821,0.11273,0.11296,0.12875,0.22526,3.1068,1.3313,4.4394,1.165,2.6295e+05,2.6295e+05,-11.555,0.22,2.6295e+05,0.076,0,0
17725,1.6157e-05,7.9066e-22,0,0.3588,0.52801,0.35883,0.52821,0.11319,0.11296,0.12875,0.22566,3.1008,1.3292,4.4314,1.165,2.6295e+05,2.6295e+05,-11.555,0.22,2.6295e+05,0.08,0,0
17725,1.6157e-05,7.9066e-22,0,0.35886,0.52841,0.35883,0.52821,0.11273,0.11296,0.12875,0.22526,3.1068,1.3313,4.4394,1.165,2.6295e+05,2.6295e+05,-11.555,0.22,2.6295e+05,0.076,0.035449,0
17725,1.6157e-05,7.9066e-22,0,0.3588,0.52801,0.35883,0.52821,0.11319,0.11296,0.12875,0.22566,3.1008,1.3292,4.4314,1.165,2.6295e+05,2.6295e+05,-11.555,0.22,2.6295e+05,0.08,0.035449,0
17725,1.6157e-05,7.9066e-22,0,0.3588,0.52801,0.35877,0.52781,0.11319,0.11342,0.1287,0.2256,3.102,1.3292,4.4327,1.165,2.5986e+05,2.5986e+05,-11.555,0.22,2.5986e+05,0.08,0,0
17725,1.6157e-05,7.9066e-22,0,0.35874,0.52762,0.35877,0.52781,0.11365,0.11342,0.1287,0.226,3.096,1.3272,4.4247,1.165,2.5986e+05,2.5986e+05,-11.555,0.22,2.5986e+05,0.084,0,0
17725,1.6157e-05,7.9066e-22,0,0.3588,0.52801,0.35877,0.52781,0.11319,0.11342,0.1287,0.2256,3.102,1.3292,4.4327,1.165,2.5986e+05,2.5986e+05,-11.555,0.22,2.5986e+05,0.08,0.035449,0
17725,1.6157e-05,7.9066e-22,0,0.35874,0.52762,0.35877,0.52781,0.11365,0.11342,0.1287,0.226,3.096,1.3272,4.4247,1.165,2.5986e+05,2.5986e+05,-11.555,0.22,2.5986e+05,0.084,0.035449,0
17725,1.6157e-05,-1.0144e-19,0,0.35874,0.52762,0.3587,0.52742,0.11365,0.11388,0.12865,0.22594,3.0972,1.3272,4.426,1.165,2.5678e+05,2.5678e+05,-11.555,0.22,2.5678e+05,0.084,0,0
17725,1.6157e-05,-1.0144e-19,0,0.35867,0.52722,0.3587,0.52742,0.11411,0.11388,0.12865,0.22634,3.0912,1.3252,4.4181,1.165,2.5678e+05,2.5678e+05,-11.555,0.22,2.5678e+05,0.088,0,0
17725,1.6157e-05,1.046e-19,0,0.35874,0.52762,0.3587,0.52742,0.11365,0.11388,0.12865,0.22594,3.0972,1.3272,4.426,1.165,2.5678e+05,2.5678e+05,-11.555,0.22,2.5678e+05,0.084,0.035449,0
17725,1.6157e-05,1.046e-19,0,0.35867,0.52722,0.3587,0.52742,0.11411,0.11388,0.12865,0.22634,3.0912,1.3252,4.4181,1.165,2.5678e+05,2.5678e+05,-11.555,0.22,2.5678e+05,0.088,0.035449,0
17725,1.6157e-05,2.7272e-19,0,0.35867,0.52722,0.35864,0.52702,0.11411,0.11434,0.1286,0.22628,3.0924,1.3252,4.4193,1.165,2.5368e+05,2.5368e+05,-11.555,0.22,2.5368e+05,0.088,0,0
17725,1.6157e-05,2.7272e-19,0,0.35861,0.52683,0.35864,0.52702,0.11456,0.11434,0.1286,0.22668,3.0864,1.3232,4.4114,1.165,2.5368e+05,2.5368e+05,-11.555,0.22,2.5368e+05,0.092,0,0
17725,1.6157e-05,-1.3873e-19,0,0.35867,0.52722,0.35864,0.52702,0.11411,0.11434,0.1286,0.22628,3.0924,1.3252,4.4193,1.165,2.5368e+05,2.5368e+05,-11.555,0.22,2.5368e+05,0.088,0.035449,0
17725,1.6157e-05,-1.3873e-19,0,0.35861,0.52683,0.35864,0.52702,0.11456,0.11434,0.1286,0.22668,3.0864,1.3232,4.4114,1.165,2.5368e+05,2.5368e+05,-11.555,0.22,2.5368e+05,0.092,0.035449,0
17725,1.6157e-05,1.696e-19,0,0.35861,0.52683,0.35858,0.52663,0.11456,0.11479,0.12854,0.22662,3.0876,1.3232,4.4127,1.165,2.5059e+05,2.5059e+05,-11.555,0.22,2.5059e+05,0.092,0,0
17725,1.6157e-05,1.696e-19,0,0.35855,0.52644,0.35858,0.52663,0.11502,0.11479,0.12854,0.22702,3.0817,1.3212,4.4049,1.165,2.5059e+05,2.5059e+05,-11.555,0.22,2.5059e+05,0.096,0,0
17725,1.6157e-05,6.689e-20,0,0.35861,0.52683,0.35858,0.52663,0.11456,0.11479,0.12854,0.22662,3.0876,1.3232,4.4127,1.165,2.5059e+05,2.5059e+05,-11.555,0.22,2.5059e+05,0.092,0.035449,0
17725,1.6157e-05,6.689e-20,0,0.35855,0.52644,0.35858,0.52663,0.11502,0.11479,0.12854,0.22702,3.0817,1.3212,4.4049,1.165,2.5059e+05,2.5059e+05,-11.555,0.22,2.5059e+05,0.096,0.035449,0
17725,1.6157e-05,1.0097e-19,0,0.35855,0.52644,0.35851,0.52624,0.11502,0.11525,0.12849,0.22696,3.0829,1.3212,4.4061,1.165,2.4748e+05,2.4748e+05,-11.555,0.22,2.4748e+05,0.096,0,0
17725,1.6157e-05,1.0097e-19,0,0.35848,0.52605,0.35851,0.52624,0.11547,0.11525,0.12849,0.22736,3.077,1.3192,4.3983,1.165,2.4748e+05,2.4748e+05,-11.555,0.22,2.4748e+05,0.1,0,0
17725,1.6157e-05,-1.5813e-21,0,0.35855,0.52644,0.35851,0.52624,0.11502,0.11525,0.12849,0.22696,3.0829,1.3212,4.4061,1.165,2.4748e+05,2.4748e+05,-11.555,0.22,2.4748e+05,0.096,0.035449,0
17725,1.6157e-05,-1.5813e-21,0,0.35848,0.52605,0.35851,0.52624,0.11547,0.11525,0.12849,0.22736,3.077,1.3192,4.3983,1.165,2.4748e+05,2.4748e+05,-11.555,0.22,2.4748e+05,0.1,0.035449,0
17725,1.6157e-05,-1.5813e-21,0,0.35848,0.52605,0.35845,0.52585,0.11547,0.1157,0.12844,0.2273,3.0782,1.3192,4.3995,1.165,2.4438e+05,2.4438e+05,-11.555,0.22,2.4438e+05,0.1,0,0
17725,1.6157e-05,-1.5813e-21,0,0.35842,0.52566,0.35845,0.52585,0.11592,0.1157,0.12844,0.2277,3.0723,1.3172,4.3918,1.165,2.4438e+05,2.4438e+05,-11.555,0.22,2.4438e+05,0.104,0,0
17725,1.6157e-05,-1.0397e-19,0,0.35848,0.52605,0.35845,0.52585,0.11547,0.1157,0.12844,0.2273,3.0782,1.3192,4.3995,1.165,2.4438e+05,2.4438e+05,-11.555,0.22,2.4438e+05,0.1,0.035449,0
17725,1.6157e-05,-1.0397e-19,0,0.35842,0.52566,0.35845,0.52585,0.11592,0.1157,0.12844,0.2277,3.0723,1.3172,4.3918,1.165,2.4438e+05,2.4438e+05,-11.555,0.22,2.4438e+05,0.104,0.035449,0
