TimeStep,qw_inj,qw_prod,qo_prod
3.44e+06,0.000247907,1.76324e-25,0.000247907
3.45e+06,0.000247907,1.76324e-25,0.000247907
3.46e+06,0.000247907,1.76324e-25,0.000247907
3.47e+06,0.000247907,1.76324e-25,0.000247907
3.48e+06,0.000247907,1.76324e-25,0.000247907
3.49e+06,0.000247907,1.76324e-25,0.000247907
3.5e+06,0.000247907,1.76324e-25,0.000247907
3.51e+06,0.000247907,1.76324e-25,0.000247907
3.52e+06,0.000247907,1.76324e-25,0.000247907
3.53e+06,0.000247907,1.76324e-25,0.000247907
3.54e+06,0.000247907,1.76324e-25,0.000247907
3.55e+06,0.000247907,1.76324e-25,0.000247907
3.56e+06,0.000247907,1.76324e-25,0.000247907
3.57e+06,0.000247907,1.76324e-25,0.000247907
3.58e+06,0.000247907,1.76324e-25,0.000247907
3.59e+06,0.000247907,1.76324e-25,0.000247907
3.6e+06,0.000247907,1.76324e-25,0.000247907
3.61e+06,0.000247907,1.76324e-25,0.000247907
3.62e+06,0.000247907,1.76324e-25,0.000247907
3.63e+06,0.000247907,1.76324e-25,0.000247907
3.64e+06,0.000247907,1.76324e-25,0.000247907
3.65e+06,0.000247907,1.76324e-25,0.000247907
3.66e+06,0.000247907,1.76324e-25,0.000247907
3.67e+06,0.000247907,1.76324e-25,0.000247907
3.68e+06,0.000247907,1.76324e-25,0.000247907
3.69e+06,0.000247907,1.76324e-25,0.000247907
3.7e+06,0.000247907,1.76324e-25,0.000247907
3.71e+06,0.000247907,1.76324e-25,0.000247907
3.72e+06,0.000247907,1.76324e-25,0.000247907
3.73e+06,0.000247907,1.76324e-25,0.000247907
3.74e+06,0.000247907,1.76324e-25,0.000247907
3.75e+06,0.000247907,1.76324e-25,0.000247907
3.76e+06,0.000247907,1.76324e-25,0.000247907
3.77e+06,0.000247907,1.76324e-25,0.000247907
3.78e+06,0.000247907,1.76324e-25,0.000247907
3.79e+06,0.000247907,1.76324e-25,0.000247907
3.8e+06,0.000247907,1.76324e-25,0.000247907
3.81e+06,0.000247907,1.76324e-25,0.000247907
3.82e+06,0.000247907,1.76324e-25,0.000247907
3.83e+06,0.000247907,1.76324e-25,0.000247907
3.84e+06,0.000247907,1.76324e-25,0.000247907
3.85e+06,0.000247907,1.76324e-25,0.000247907
3.86e+06,0.000247907,1.76324e-25,0.000247907
3.87e+06,0.000247907,1.76324e-25,0.000247907
3.88e+06,0.000247907,1.76324e-25,0.000247907
3.89e+06,0.000247907,1.76324e-25,0.000247907
3.9e+06,0.000247907,1.76324e-25,0.000247907
3.91e+06,0.000247907,1.76324e-25,0.000247907
3.92e+06,0.000247907,1.76324e-25,0.000247907
3.93e+06,0.000247907,1.76324e-25,0.000247907
3.94e+06,0.000247907,1.76324e-25,0.000247907
3.95e+06,0.000247907,1.76324e-25,0.000247907
3.96e+06,0.000247907,1.76324e-25,0.000247907
3.97e+06,0.000247907,1.76324e-25,0.000247907
3.98e+06,0.000247907,1.76324e-25,0.000247907
3.99e+06,0.000247907,1.76324e-25,0.000247907
4e+06,0.000247907,1.76324e-25,0.000247907
4.01e+06,0.000247907,1.76324e-25,0.000247907
4.02e+06,0.000247907,1.76324e-25,0.000247907
4.03e+06,0.000247907,1.76324e-25,0.000247907
4.04e+06,0.000247907,1.76324e-25,0.000247907
4.05e+06,0.000247907,1.76324e-25,0.000247907
4.06e+06,0.000247907,1.76324e-25,0.000247907
4.07e+06,0.000247907,1.76324e-25,0.000247907
4.08e+06,0.000247907,1.76324e-25,0.000247907
4.09e+06,0.000247907,1.76324e-25,0.000247907
4.1e+06,0.000247907,1.76324e-25,0.000247907
4.11e+06,0.000247907,1.76324e-25,0.000247907
4.12e+06,0.000247907,1.76324e-25,0.000247907
4.13e+06,0.000247907,1.76324e-25,0.000247907
4.14e+06,0.000247907,1.76324e-25,0.000247907
4.15e+06,0.000247907,1.76324e-25,0.000247907
4.16e+06,0.000247907,1.76324e-25,0.000247907
4.17e+06,0.000247907,1.76324e-25,0.000247907
4.18e+06,0.000247907,1.76324e-25,0.000247907
4.19e+06,0.000247907,1.76324e-25,0.000247907
4.2e+06,0.000247907,1.76324e-25,0.000247907
4.21e+06,0.000247907,1.76324e-25,0.000247907
4.22e+06,0.000247907,1.76324e-25,0.000247907
4.23e+06,0.000247907,1.76324e-25,0.000247907
4.24e+06,0.000247907,1.76324e-25,0.000247907
4.25e+06,0.000247907,1.76324e-25,0.000247907
4.26e+06,0.000247907,1.76324e-25,0.000247907
4.27e+06,0.000247907,1.76324e-25,0.000247907
4.28e+06,0.000247907,1.76324e-25,0.000247907
4.29e+06,0.000247907,1.76324e-25,0.000247907
4.3e+06,0.000247907,1.76324e-25,0.000247907
4.31e+06,0.000247907,1.76324e-25,0.000247907
4.32e+06,0.000247907,1.76324e-25,0.000247907
4.33e+06,0.000247907,1.76324e-25,0.000247907
4.34e+06,0.000247907,1.76324e-25,0.000247907
4.35e+06,0.000247907,1.76324e-25,0.000247907
4.36e+06,0.000247907,1.76324e-25,0.000247907
4.37e+06,0.000247907,1.76324e-25,0.000247907
4.38e+06,0.000247907,1.76324e-25,0.000247907
4.39e+06,0.000247907,1.76324e-25,0.000247907
4.4e+06,0.000247907,1.76324e-25,0.000247907
4.41e+06,0.000247907,1.76324e-25,0.000247907
4.42e+06,0.000247907,1.76324e-25,0.000247907
4.43e+06,0.000247907,1.76324e-25,0.000247907
4.44e+06,0.000247907,1.76324e-25,0.000247907
4.45e+06,0.000247907,1.76324e-25,0.000247907
4.46e+06,0.000247907,1.76324e-25,0.000247907
4.47e+06,0.000247907,1.76324e-25,0.000247907
4.48e+06,0.000247907,1.76324e-25,0.000247907
4.49e+06,0.000247907,1.76324e-25,0.000247907
4.5e+06,0.000247907,1.76324e-25,0.000247907
4.51e+06,0.000247907,1.76324e-25,0.000247907
4.52e+06,0.000247907,1.76324e-25,0.000247907
4.53e+06,0.000247907,1.76324e-25,0.000247907
4.54e+06,0.000247907,1.76324e-25,0.000247907
4.55e+06,0.000247907,1.76324e-25,0.000247907
4.56e+06,0.000247907,1.76324e-25,0.000247907
4.57e+06,0.000247907,1.76324e-25,0.000247907
4.58e+06,0.000247907,1.76324e-25,0.000247907
4.59e+06,0.000247907,1.76324e-25,0.000247907
4.6e+06,0.000247907,1.76324e-25,0.000247907
4.61e+06,0.000247907,1.76324e-25,0.000247907
4.62e+06,0.000247907,1.76324e-25,0.000247907
4.63e+06,0.000247907,1.76324e-25,0.000247907
4.64e+06,0.000247907,1.76324e-25,0.000247907
4.65e+06,0.000247907,1.76324e-25,0.000247907
4.66e+06,0.000247907,1.76324e-25,0.000247907
4.67e+06,0.000247907,1.76324e-25,0.000247907
4.68e+06,0.000247907,1.76324e-25,0.000247907
4.69e+06,0.000247907,1.76324e-25,0.000247907
4.7e+06,0.000247907,1.76324e-25,0.000247907
4.71e+06,0.000247907,1.76324e-25,0.000247907
4.72e+06,0.000247907,1.76324e-25,0.000247907
4.73e+06,0.000247907,1.76324e-25,0.000247907
4.74e+06,0.000247907,1.76324e-25,0.000247907
4.75e+06,0.000247907,1.76324e-25,0.000247907
4.76e+06,0.000247907,1.76324e-25,0.000247907
4.77e+06,0.000247907,1.76324e-25,0.000247907
4.78e+06,0.000247907,1.76324e-25,0.000247907
4.79e+06,0.000247907,1.76324e-25,0.000247907
4.8e+06,0.000247907,1.76324e-25,0.000247907
4.81e+06,0.000247907,1.76324e-25,0.000247907
4.82e+06,0.000247907,1.76324e-25,0.000247907
4.83e+06,0.000247907,1.76324e-25,0.000247907
4.84e+06,0.000247907,1.76324e-25,0.000247907
4.85e+06,0.000247907,1.76324e-25,0.000247907
4.86e+06,0.000247907,1.76324e-25,0.000247907
4.87e+06,0.000247907,1.76324e-25,0.000247907
4.88e+06,0.000247907,1.76324e-25,0.000247907
4.89e+06,0.000247907,1.76324e-25,0.000247907
4.9e+06,0.000247907,1.76324e-25,0.000247907
4.91e+06,0.000247907,1.76324e-25,0.000247907
4.92e+06,0.000247907,1.76324e-25,0.000247907
4.93e+06,0.000247907,1.76324e-25,0.000247907
4.94e+06,0.000247907,1.76324e-25,0.000247907
4.95e+06,0.000247907,1.76324e-25,0.000247907
4.96e+06,0.000247907,1.76324e-25,0.000247907
4.97e+06,0.000247907,1.76324e-25,0.000247907
4.98e+06,0.000247907,1.76324e-25,0.000247907
4.99e+06,0.000247907,1.76324e-25,0.000247907
5e+06,0.000247907,1.76324e-25,0.000247907
5.01e+06,0.000247907,1.76324e-25,0.000247907
5.02e+06,0.000247907,1.76324e-25,0.000247907
5.03e+06,0.000247907,1.76324e-25,0.000247907
5.04e+06,0.000247907,1.76324e-25,0.000247907
5.05e+06,0.000247907,1.76324e-25,0.000247907
5.06e+06,0.000247907,1.76324e-25,0.000247907
5.07e+06,0.000247907,1.76324e-25,0.000247907
5.08e+06,0.000247907,1.76324e-25,0.000247907
5.09e+06,0.000247907,1.76324e-25,0.000247907
5.1e+06,0.000247907,1.76324e-25,0.000247907
5.11e+06,0.000247907,1.76324e-25,0.000247907
5.12e+06,0.000247907,1.76324e-25,0.000247907
5.13e+06,0.000247907,1.76324e-25,0.000247907
5.14e+06,0.000247907,1.76324e-25,0.000247907
5.15e+06,0.000247907,1.76324e-25,0.000247907
5.16e+06,0.000247907,1.76324e-25,0.000247907
5.17e+06,0.000247907,1.76324e-25,0.000247907
5.18e+06,0.000247907,1.76324e-25,0.000247907
5.19e+06,0.000247907,1.76324e-25,0.000247907
5.2e+06,0.000247907,1.76324e-25,0.000247907
5.21e+06,0.000247907,1.76324e-25,0.000247907
5.22e+06,0.000247907,1.76324e-25,0.000247907
5.23e+06,0.000247907,1.76324e-25,0.000247907
5.24e+06,0.000247907,1.76324e-25,0.000247907
5.25e+06,0.000247907,1.76324e-25,0.000247907
5.26e+06,0.000247907,1.76324e-25,0.000247907
5.27e+06,0.000247907,1.76324e-25,0.000247907
5.28e+06,0.000247907,1.76324e-25,0.000247907
5.29e+06,0.000247907,1.76324e-25,0.000247907
